autosave01_02_2012_09_16_55.jpg,696,332,29,29,2_2,21
autosave01_02_2012_09_16_56.jpg,720,315,31,31,2_2,21
autosave01_02_2012_09_17_01.jpg,768,296,39,36,2_2,21
autosave01_02_2012_09_17_02.jpg,782,280,45,42,2_2,21
autosave01_02_2012_09_17_03.jpg,805,263,50,47,2_2,21
autosave01_02_2012_09_17_05.jpg,908,179,82,78,2_2,21
autosave01_02_2012_09_17_06.jpg,1074,27,130,124,2_2,21
autosave01_02_2012_09_21_30.jpg,809,328,20,22,2_2,61
autosave01_02_2012_09_21_31.jpg,962,246,32,33,2_2,61
autosave01_02_2012_13_43_27.jpg,1097,309,19,20,2_2,1254
autosave02_10_2012_11_55_25_1.jpg,254,157,47,43,2_2,5423
autosave02_10_2012_11_55_25_2.jpg,200,155,51,45,2_2,5423
autosave02_10_2012_11_55_28_0.jpg,170,155,55,45,2_2,5423
autosave02_10_2012_12_11_22_2.jpg,720,267,20,20,2_2,5669
autosave02_10_2012_12_11_23_0.jpg,721,265,20,20,2_2,5669
autosave02_10_2012_12_11_23_1.jpg,723,258,20,20,2_2,5669
autosave02_10_2012_12_11_23_2.jpg,730,266,20,20,2_2,5669
autosave02_10_2012_12_11_24_0.jpg,732,263,20,20,2_2,5669
autosave02_10_2012_12_11_24_1.jpg,735,268,20,20,2_2,5669
autosave02_10_2012_12_11_28_2.jpg,767,260,21,21,2_2,5669
autosave02_10_2012_12_11_44_0.jpg,827,244,28,25,2_2,5669
autosave02_10_2012_12_11_47_0.jpg,886,218,39,38,2_2,5669
autosave02_10_2012_12_11_48_1.jpg,984,185,50,49,2_2,5669
autosave02_10_2012_12_11_49_0.jpg,1059,128,63,67,2_2,5669
autosave02_10_2012_12_13_20_1.jpg,651,232,21,22,2_2,5689
autosave02_10_2012_12_13_20_2.jpg,657,227,21,22,2_2,5689
autosave02_10_2012_12_13_21_0.jpg,665,211,24,25,2_2,5689
autosave02_10_2012_12_13_21_1.jpg,683,198,27,28,2_2,5689
autosave02_10_2012_12_13_21_2.jpg,693,195,33,30,2_2,5689
autosave02_10_2012_12_13_22_0.jpg,699,162,34,34,2_2,5689
autosave02_10_2012_12_13_22_1.jpg,733,144,39,40,2_2,5689
autosave02_10_2012_12_13_22_2.jpg,738,101,45,50,2_2,5689
autosave02_10_2012_12_13_22_3.jpg,763,73,53,56,2_2,5689
autosave02_10_2012_12_13_23_0.jpg,766,58,56,58,2_2,5689
autosave02_10_2012_12_13_23_1.jpg,802,0,69,70,2_2,5689
autosave02_10_2012_12_15_58_1.jpg,78,156,59,50,2_2,5704
autosave02_10_2012_12_15_58_2.jpg,162,160,59,50,2_2,5704
autosave02_10_2012_12_15_58_3.jpg,255,144,60,53,2_2,5704
autosave02_10_2012_12_15_59_0.jpg,271,138,63,57,2_2,5704
autosave02_10_2012_12_15_59_1.jpg,377,120,68,61,2_2,5704 <xmin>379</xmin><ymin>118</ymin><xmax>443</xmax><ymax>182</ymax>
autosave02_10_2012_12_15_59_2.jpg,469,94,70,66,2_2,5704
autosave02_10_2012_12_16_00_0.jpg,548,52,80,79,2_2,5704
autosave02_10_2012_12_16_00_1.jpg,685,0,90,87,2_2,5704
autosave02_10_2012_12_18_05_2.jpg,994,145,56,59,2_2,5751
autosave02_10_2012_12_18_05_3.jpg,1211,51,68,83,2_2,5751
autosave02_10_2012_12_21_12_1.jpg,1020,250,24,23,2_2,5763
autosave02_10_2012_12_21_12_2.jpg,1087,221,24,23,2_2,5763
autosave02_10_2012_12_21_16_1.jpg,864,302,17,18,2_2,5771
autosave02_10_2012_12_21_16_2.jpg,892,289,20,21,2_2,5771
autosave02_10_2012_12_21_17_0.jpg,906,302,20,21,2_2,5771
autosave02_10_2012_12_21_17_1.jpg,956,293,24,23,2_2,5771
autosave02_10_2012_12_21_17_2.jpg,988,295,24,23,2_2,5771
autosave02_10_2012_12_21_18_0.jpg,1028,284,24,28,2_2,5771
autosave02_10_2012_12_21_18_1.jpg,1101,271,27,35,2_2,5771
autosave02_10_2012_12_21_18_2.jpg,1175,259,35,37,2_2,5771
autosave02_10_2012_12_27_24_1.jpg,864,276,21,23,2_2,5810
autosave02_10_2012_12_27_24_2.jpg,874,277,21,23,2_2,5810
autosave02_10_2012_12_27_24_3.jpg,885,276,21,23,2_2,5810
autosave02_10_2012_12_27_25_0.jpg,885,276,21,23,2_2,5810
autosave02_10_2012_12_27_25_1.jpg,900,272,23,25,2_2,5810
autosave02_10_2012_12_27_25_2.jpg,918,265,23,25,2_2,5810
autosave02_10_2012_12_27_26_0.jpg,929,258,23,25,2_2,5810
autosave02_10_2012_12_27_26_1.jpg,952,249,25,26,2_2,5810
autosave02_10_2012_12_27_26_2.jpg,974,241,26,27,2_2,5810
autosave02_10_2012_12_27_27_0.jpg,995,230,29,31,2_2,5810
autosave02_10_2012_12_27_27_1.jpg,1022,226,32,33,2_2,5810
autosave02_10_2012_12_27_27_2.jpg,1047,222,32,33,2_2,5810
autosave02_10_2012_12_27_28_0.jpg,1063,214,34,35,2_2,5810
autosave02_10_2012_12_27_28_1.jpg,1090,211,36,38,2_2,5810
autosave02_10_2012_12_27_28_2.jpg,1110,204,36,38,2_2,5810
autosave02_10_2012_12_27_28_3.jpg,1129,198,36,38,2_2,5810
autosave02_10_2012_12_27_29_0.jpg,1135,202,36,38,2_2,5810
autosave02_10_2012_12_27_29_1.jpg,1152,196,39,42,2_2,5810
autosave09_10_2012_09_56_14_2.jpg,791,314,26,27,2_2,9459
autosave09_10_2012_09_56_14_3.jpg,851,293,33,33,2_2,9459
autosave09_10_2012_09_56_15_0.jpg,892,283,39,38,2_2,9459
autosave09_10_2012_09_56_15_1.jpg,1105,229,58,62,2_2,9459
autosave09_10_2012_10_01_10_2.jpg,717,351,21,20,2_2,9495
autosave09_10_2012_10_01_11_0.jpg,723,349,21,20,2_2,9495
autosave09_10_2012_10_01_11_1.jpg,745,340,25,24,2_2,9495
autosave09_10_2012_10_01_11_2.jpg,770,335,31,29,2_2,9495
autosave09_10_2012_10_01_12_0.jpg,794,333,34,32,2_2,9495
